date (local),month,season,hy,dy,hd,dw,coal,hydro,gas,nuclear,petroleum,wind,other,solar,I_f
7/13/2018,7,s,305,13,17.00,6,4655,29,29509,3739,4,,1618,672,503.9906836
7/13/2018,7,s,306,13,18.00,6,4506,40,28834,3735,0,,1611,369,506.1472055
7/13/2018,7,s,307,13,19.00,6,4498,31,27856,3733,0,,1539,174,506.099343
7/13/2018,7,s,308,13,20.00,6,4396,29,26233,3740,0,,1505,71,505.5359587
7/13/2018,7,s,309,13,21.00,6,4338,30,25163,3737,0,,1544,23,507.2837989
7/13/2018,7,s,310,13,22.00,6,4227,28,24061,3744,0,,1535,0,507.9015555
7/13/2018,7,s,311,13,23.00,6,3991,29,22109,3746,0,,1486,0,516.1960239
7/13/2018,7,s,312,13,24.00,6,3896,29,19822,3744,0,,1365,0,523.8740399
7/14/2018,7,s,313,14,1.00,7,3477,29,18021,3746,0,,1191,0,523.5204756
7/14/2018,7,s,314,14,2.00,7,2993,29,16655,3747,0,,1105,0,526.0562823
7/14/2018,7,s,315,14,3.00,7,2795,29,15425,3750,0,,1055,0,529.8709795
7/14/2018,7,s,316,14,4.00,7,2658,29,14625,3756,0,,1029,0,533.0908398
7/14/2018,7,s,317,14,5.00,7,2584,29,14216,3752,0,,1034,0,533.6523121
7/14/2018,7,s,318,14,6.00,7,2527,29,14215,3755,0,,1034,0,535.6541411
7/14/2018,7,s,319,14,7.00,7,2588,29,14445,3756,0,,1059,0,531.2298017
7/14/2018,7,s,320,14,8.00,7,2669,30,15213,3752,0,,1165,46,524.2702119
7/14/2018,7,s,321,14,9.00,7,3175,29,17499,3757,0,,1287,230,517.1420933
7/14/2018,7,s,322,14,10.00,7,3777,29,20059,3752,0,,1489,461,511.0102982
7/14/2018,7,s,323,14,11.00,7,4279,29,23123,3752,0,,1582,626,506.1323336
7/14/2018,7,s,324,14,12.00,7,4490,28,25855,3751,0,,1607,756,506.7625487
7/14/2018,7,s,325,14,13.00,7,4797,29,27772,3742,0,,1644,803,509.4665632
7/14/2018,7,s,326,14,14.00,7,4934,30,29027,3746,0,,1635,819,513.0458915
7/14/2018,7,s,327,14,15.00,7,4918,30,29550,3738,81,,1716,752,514.344944
7/14/2018,7,s,328,14,16.00,7,4850,30,29448,3736,109,,1733,774,512.2169346
7/14/2018,7,s,329,14,17.00,7,4721,31,29462,3729,53,,1736,548,511.1268711
7/14/2018,7,s,330,14,18.00,7,4734,39,28920,3729,0,,1729,373,511.2184072
7/14/2018,7,s,331,14,19.00,7,4541,30,27932,3729,0,,1611,199,508.2927172
7/14/2018,7,s,332,14,20.00,7,4241,28,26559,3726,0,,1604,50,508.5433467
7/14/2018,7,s,333,14,21.00,7,4244,29,25351,3723,0,,1582,3,500.5554709
7/14/2018,7,s,334,14,22.00,7,4054,30,24439,3728,0,,1494,0,500.2726257
7/14/2018,7,s,335,14,23.00,7,3755,28,22402,3731,0,,1483,0,507.6642971
7/14/2018,7,s,336,14,24.00,7,3464,30,20498,3733,2,,1271,0,512.3108984
7/15/2018,7,s,337,15,1.00,1,2910,29,18906,3733,3,,1142,0,513.255118
7/15/2018,7,s,338,15,2.00,1,2572,31,17471,3735,0,,1072,0,515.1933682
7/15/2018,7,s,339,15,3.00,1,2419,30,16188,3745,0,,1040,0,521.77962
7/15/2018,7,s,340,15,4.00,1,2356,30,15245,3736,0,,1025,0,525.3987827
7/15/2018,7,s,341,15,5.00,1,2319,31,14653,3745,0,,1018,0,526.5525463
7/15/2018,7,s,342,15,6.00,1,2245,30,14427,3744,0,,1012,0,527.9618369
7/15/2018,7,s,343,15,7.00,1,2220,29,14450,3749,0,,1076,0,530.8519206
7/15/2018,7,s,344,15,8.00,1,2361,30,15130,3746,0,,1159,60,523.8931258
7/15/2018,7,s,345,15,9.00,1,2713,31,17710,3746,0,,1277,215,518.3366158
7/15/2018,7,s,346,15,10.00,1,3286,30,20371,3744,0,,1494,461,507.0783978
7/15/2018,7,s,347,15,11.00,1,3631,30,23277,3744,0,,1566,679,504.8569328
7/15/2018,7,s,348,15,12.00,1,3934,30,25943,3745,0,,1600,782,507.1813686
7/15/2018,7,s,349,15,13.00,1,4269,30,27793,3736,0,,1614,748,508.2890556
7/15/2018,7,s,350,15,14.00,1,4533,29,28668,3737,0,,1653,662,509.0308923
7/15/2018,7,s,351,15,15.00,1,4590,30,29511,3734,0,,1645,584,511.4530428
7/15/2018,7,s,352,15,16.00,1,4458,30,29980,3728,0,,1637,587,509.3192829
7/15/2018,7,s,353,15,17.00,1,4380,31,29972,3720,0,,1632,501,508.5137704
7/15/2018,7,s,354,15,18.00,1,4418,38,29746,3718,0,,1649,402,509.2763047
7/15/2018,7,s,355,15,19.00,1,4475,30,28907,3716,0,,1636,229,506.8098461
7/15/2018,7,s,356,15,20.00,1,4236,29,27764,3722,0,,1624,64,503.499666
7/15/2018,7,s,357,15,21.00,1,4157,27,26799,3722,0,,1599,1,502.1817964
7/15/2018,7,s,358,15,22.00,1,3961,27,25647,3721,0,,1518,0,506.3071772
7/15/2018,7,s,359,15,23.00,1,3628,26,23395,3725,0,,1448,0,509.5372837
7/15/2018,7,s,360,15,24.00,1,3205,27,21537,3733,0,,1220,0,513.2585642
7/16/2018,7,s,361,16,1.00,2,2857,26,19556,3727,0,,982,0,513.477279
7/16/2018,7,s,362,16,2.00,2,2468,28,18123,3732,0,,935,0,522.8392052
7/16/2018,7,s,363,16,3.00,2,2407,27,16996,3734,0,,861,0,533.8829409
7/16/2018,7,s,364,16,4.00,2,2443,28,16077,3733,0,,846,0,536.7838169
7/16/2018,7,s,365,16,5.00,2,2434,27,15947,3738,0,,875,0,536.5007058
7/16/2018,7,s,366,16,6.00,2,2516,28,16497,3744,0,,924,0,532.7987464
7/16/2018,7,s,367,16,7.00,2,2711,28,17524,3744,0,,967,22,539.8008152
7/16/2018,7,s,368,16,8.00,2,2959,28,18548,3740,0,,1091,59,533.0452556
7/16/2018,7,s,369,16,9.00,2,3365,29,20416,3748,0,,1206,209,523.5938267
7/16/2018,7,s,370,16,10.00,2,3840,29,22813,3743,0,,1352,486,516.7162659
7/16/2018,7,s,371,16,11.00,2,4192,28,25403,3751,0,,1519,681,515.178898
7/16/2018,7,s,372,16,12.00,2,4569,26,28034,3749,0,,1591,814,511.6389529
7/16/2018,7,s,373,16,13.00,2,4763,28,29808,3739,0,,1623,800,513.4946527
7/16/2018,7,s,374,16,14.00,2,4873,27,30817,3746,21,,1634,814,514.2795293
7/16/2018,7,s,375,16,15.00,2,4878,27,31208,3737,42,,1679,772,510.0450792
7/16/2018,7,s,376,16,16.00,2,4814,28,31451,3733,43,,1737,729,516.4093488
7/16/2018,7,s,377,16,17.00,2,4592,29,30956,3731,46,,1750,690,515.4133181
7/16/2018,7,s,378,16,18.00,2,4818,39,30277,3730,10,,1690,440,516.9464206
7/16/2018,7,s,379,16,19.00,2,4760,27,29081,3726,0,,1612,214,520.3876185
7/16/2018,7,s,380,16,20.00,2,4559,27,27920,3726,0,,1464,41,520.1347262
7/16/2018,7,s,381,16,21.00,2,4232,25,27258,3727,0,,1276,0,516.3026696
7/16/2018,7,s,382,16,22.00,2,3969,26,25989,3735,0,,1227,0,513.5182387
7/16/2018,7,s,383,16,23.00,2,3606,26,23887,3737,0,,1187,0,515.6634729
7/16/2018,7,s,384,16,24.00,2,3249,27,21601,3740,0,,1226,0,520.9788971
7/17/2018,7,s,385,17,1.00,3,2908,26,19550,3740,0,,917,0,524.0457873
7/17/2018,7,s,386,17,2.00,3,2686,27,18066,3741,0,,897,0,527.113073
7/17/2018,7,s,387,17,3.00,3,2631,27,16884,3747,0,,856,0,532.8019261
7/17/2018,7,s,388,17,4.00,3,2630,26,16062,3752,0,,841,0,533.5069058
7/17/2018,7,s,389,17,5.00,3,2615,27,15850,3748,0,,812,0,532.0236441
7/17/2018,7,s,390,17,6.00,3,2666,27,16433,3752,0,,820,22,532.0888512
7/17/2018,7,s,391,17,7.00,3,2796,27,17762,3753,0,,809,0,535.207907
7/17/2018,7,s,392,17,8.00,3,3000,28,18843,3756,0,,892,48,528.7642311
7/17/2018,7,s,393,17,9.00,3,3245,27,20879,3757,0,,918,201,518.5259923
7/17/2018,7,s,394,17,10.00,3,3534,28,23225,3753,0,,1044,439,509.4014231
7/17/2018,7,s,395,17,11.00,3,3735,27,25771,3756,0,,1271,632,507.8581199
7/17/2018,7,s,396,17,12.00,3,3924,28,27842,3751,0,,1432,687,507.7531689
7/17/2018,7,s,397,17,13.00,3,4156,27,29306,3753,0,,1432,663,509.4294984
7/17/2018,7,s,398,17,14.00,3,4054,27,30667,3752,6,,1410,664,514.7707614
7/17/2018,7,s,399,17,15.00,3,4026,27,31182,3756,4,,1417,639,510.9206154
7/17/2018,7,s,400,17,16.00,3,4056,27,31098,3751,0,,1420,566,513.9527401
7/17/2018,7,s,401,17,17.00,3,4139,28,30677,3744,0,,1434,620,509.4479759
7/17/2018,7,s,402,17,18.00,3,4087,38,29758,3743,0,,1439,323,509.242151
7/17/2018,7,s,403,17,19.00,3,3996,26,28647,3741,0,,1435,106,510.0450913
7/17/2018,7,s,404,17,20.00,3,3893,26,27356,3744,0,,1454,31,510.7526864
7/17/2018,7,s,405,17,21.00,3,3841,26,26625,3739,0,,1436,0,510.1852195
7/17/2018,7,s,406,17,22.00,3,3758,28,25440,3748,0,,1235,1,514.1169496
7/17/2018,7,s,407,17,23.00,3,3445,27,23088,3744,0,,1183,0,516.7994838
7/17/2018,7,s,408,17,24.00,3,3224,28,21119,3750,0,,1014,0,518.6000937
7/18/2018,7,s,409,18,1.00,4,2763,28,19432,3749,0,,841,0,520.7763628
7/18/2018,7,s,410,18,2.00,4,2543,28,18126,3753,0,,853,0,522.3225002
7/18/2018,7,s,411,18,3.00,4,2394,27,17199,3752,0,,820,0,527.9255061
7/18/2018,7,s,412,18,4.00,4,2320,27,16469,3754,0,,804,0,526.8270945
7/18/2018,7,s,413,18,5.00,4,2316,27,16293,3751,0,,808,0,527.7662144
7/18/2018,7,s,414,18,6.00,4,2358,27,16881,3756,0,,813,22,529.2963839
7/18/2018,7,s,415,18,7.00,4,2267,27,18460,3757,0,,796,23,532.8883665
7/18/2018,7,s,416,18,8.00,4,2372,27,19606,3749,0,,855,31,533.2109242
7/18/2018,7,s,417,18,9.00,4,2817,27,21273,3757,0,,929,215,520.7087459
7/18/2018,7,s,418,18,10.00,4,3465,27,23111,3754,0,,1050,453,510.9941804
7/18/2018,7,s,419,18,11.00,4,3905,27,25468,3752,30,,1231,570,509.14598
7/18/2018,7,s,420,18,12.00,4,3823,29,27326,3752,1,,1291,643,509.0195336
7/18/2018,7,s,421,18,13.00,4,3695,29,28381,3744,0,,1285,635,506.6963123
7/18/2018,7,s,422,18,14.00,4,3672,29,29024,3756,0,,1252,625,504.4911428
7/18/2018,7,s,423,18,15.00,4,3544,29,29171,3747,0,,1286,631,505.0314324
7/18/2018,7,s,424,18,16.00,4,3784,28,28389,3741,0,,1291,537,509.1216122
7/18/2018,7,s,425,18,17.00,4,3898,30,27792,3743,0,,1293,384,510.5845027
7/18/2018,7,s,426,18,18.00,4,3751,39,27041,3743,0,,1303,313,510.7915969
7/18/2018,7,s,427,18,19.00,4,3554,26,26599,3741,0,,1286,182,510.9437846
7/18/2018,7,s,428,18,20.00,4,3514,28,25762,3732,0,,1284,71,511.416874
7/18/2018,7,s,429,18,21.00,4,3610,28,25432,3743,0,,1287,6,517.292191
7/18/2018,7,s,430,18,22.00,4,3590,28,24560,3740,0,,1221,1,513.5382347
7/18/2018,7,s,431,18,23.00,4,3391,29,22330,3749,0,,1212,1,513.2642722
7/18/2018,7,s,432,18,24.00,4,3021,28,20236,3743,0,,1015,1,517.8087281
7/19/2018,7,s,433,19,1.00,5,2750,29,18571,3752,0,,845,1,521.2463138
7/19/2018,7,s,434,19,2.00,5,2580,28,17349,3756,0,,805,1,526.2284328
7/19/2018,7,s,435,19,3.00,5,2493,29,16342,3750,0,,770,1,528.2713307
7/19/2018,7,s,436,19,4.00,5,2504,29,15677,3756,0,,787,1,528.085096
7/19/2018,7,s,437,19,5.00,5,2551,28,15512,3758,0,,782,1,525.323
7/19/2018,7,s,438,19,6.00,5,2605,29,16212,3758,0,,807,23,528.8456198
7/19/2018,7,s,439,19,7.00,5,2691,27,17621,3759,0,,815,23,526.4569903
7/19/2018,7,s,440,19,8.00,5,2763,27,18754,3763,0,,851,66,520.7665558
7/19/2018,7,s,441,19,9.00,5,3041,28,20683,3756,0,,952,223,514.8089349
7/19/2018,7,s,442,19,10.00,5,3293,28,23018,3760,0,,984,443,510.3313128
7/19/2018,7,s,443,19,11.00,5,3576,30,25394,3758,0,,1180,630,500.9685405
7/19/2018,7,s,444,19,12.00,5,3847,30,27165,3761,10,,1274,735,499.8448418
7/19/2018,7,s,445,19,13.00,5,3754,31,28174,3750,0,,1257,754,499.8966867
7/19/2018,7,s,446,19,14.00,5,3644,31,28963,3754,0,,1261,664,501.6454394
7/19/2018,7,s,447,19,15.00,5,3754,30,29720,3754,0,,1248,583,501.828788
7/19/2018,7,s,448,19,16.00,5,3875,31,29561,3749,2,,1274,534,500.6878948
7/19/2018,7,s,449,19,17.00,5,4031,31,29305,3743,44,,1271,394,504.2404042
7/19/2018,7,s,450,19,18.00,5,4146,38,29121,3742,44,,1239,291,504.7136574
7/19/2018,7,s,451,19,19.00,5,4120,26,28792,3744,45,,1233,149,496.0294741
7/19/2018,7,s,452,19,20.00,5,4017,27,27433,3748,129,,1236,60,498.8816143
7/19/2018,7,s,453,19,21.00,5,3800,30,27107,3747,77,,1222,3,497.9556958
7/19/2018,7,s,454,19,22.00,5,3646,30,26042,3746,1,,1164,2,504.6668577
7/19/2018,7,s,455,19,23.00,5,3465,30,23550,3751,0,,1142,2,512.7802365
7/19/2018,7,s,456,19,24.00,5,3229,31,21281,3755,0,,965,2,510.2849876
7/20/2018,7,s,457,20,1.00,6,2970,30,19688,3755,0,,821,2,510.1601295
7/20/2018,7,s,458,20,2.00,6,2704,30,18353,3755,0,,804,2,515.7288309
7/20/2018,7,s,459,20,3.00,6,2558,30,17216,3761,0,,767,2,522.9337006
7/20/2018,7,s,460,20,4.00,6,2521,30,16402,3761,0,,763,2,521.9294033
7/20/2018,7,s,461,20,5.00,6,2531,29,16171,3765,0,,760,2,525.0086409
7/20/2018,7,s,462,20,6.00,6,2626,29,16643,3761,0,,773,2,529.0566469
7/20/2018,7,s,463,20,7.00,6,2858,30,17604,3758,0,,756,2,543.0792743
7/20/2018,7,s,464,20,8.00,6,3062,29,18444,3764,0,,783,44,536.4985662
7/20/2018,7,s,465,20,9.00,6,3210,29,20280,3762,0,,789,160,526.1828556
7/20/2018,7,s,466,20,10.00,6,3375,29,22279,3754,0,,980,365,514.6736007
7/20/2018,7,s,467,20,11.00,6,3720,29,24333,3753,0,,1193,534,503.9262968
7/20/2018,7,s,468,20,12.00,6,3924,31,25825,3757,0,,1291,645,501.785185
7/20/2018,7,s,469,20,13.00,6,3926,30,26711,3748,0,,1338,742,500.4121868
7/20/2018,7,s,470,20,14.00,6,4006,31,27155,3750,0,,1378,763,503.4099996
7/20/2018,7,s,471,20,15.00,6,4278,31,27341,3737,0,,1411,641,504.8669068
7/20/2018,7,s,472,20,16.00,6,4318,32,27456,3737,0,,1445,565,505.2365684
7/20/2018,7,s,473,20,17.00,6,4141,33,27259,3734,0,,1450,476,502.6429174
7/20/2018,7,s,474,20,18.00,6,4054,39,26700,3734,0,,1399,383,500.0173108
7/20/2018,7,s,475,20,19.00,6,4058,32,25638,3728,0,,1367,217,501.3309402
7/20/2018,7,s,476,20,20.00,6,3980,29,24762,3734,0,,1399,60,500.6268587
7/20/2018,7,s,477,20,21.00,6,4059,30,24135,3733,1,,1455,3,501.4660029
7/20/2018,7,s,478,20,22.00,6,3785,28,23401,3738,3,,1305,24,502.0452675
7/20/2018,7,s,479,20,23.00,6,3379,29,21789,3730,0,,1221,24,505.3715684
7/20/2018,7,s,480,20,24.00,6,3047,29,20118,3734,0,,927,24,502.8957162
7/21/2018,7,s,481,21,1.00,7,2792,31,18838,3732,0,,907,2,507.3718692
7/21/2018,7,s,482,21,2.00,7,2559,30,17665,3738,0,,892,2,506.5450932
7/21/2018,7,s,483,21,3.00,7,2359,30,16792,3742,0,,817,2,510.0831415
7/21/2018,7,s,484,21,4.00,7,2302,30,16025,3743,0,,814,2,515.6096731
7/21/2018,7,s,485,21,5.00,7,2307,30,15676,3742,0,,812,2,517.8127502
7/21/2018,7,s,486,21,6.00,7,2272,31,15760,3747,0,,848,2,525.9901948
7/21/2018,7,s,487,21,7.00,7,2316,30,16100,3749,0,,888,2,536.7629733
7/21/2018,7,s,488,21,8.00,7,2530,30,16636,3743,0,,1005,46,534.2024254
7/21/2018,7,s,489,21,9.00,7,2864,31,19025,3747,0,,1142,173,522.3013702
7/21/2018,7,s,490,21,10.00,7,3656,30,21497,3751,0,,1324,331,512.02431
7/21/2018,7,s,491,21,11.00,7,4235,31,23998,3744,0,,1510,478,505.4798124
7/21/2018,7,s,492,21,12.00,7,4542,31,26074,3745,0,,1573,603,505.0597217
7/21/2018,7,s,493,21,13.00,7,4696,32,27771,3746,0,,1601,644,506.3212589
7/21/2018,7,s,494,21,14.00,7,4696,31,28753,3746,0,,1601,642,506.5537486
7/21/2018,7,s,495,21,15.00,7,4586,32,29230,3746,0,,1609,525,505.9665861
7/21/2018,7,s,496,21,16.00,7,4381,32,29678,3744,0,,1609,309,508.0453627
7/21/2018,7,s,497,21,17.00,7,4431,33,29268,3745,0,,1587,269,507.359281
7/21/2018,7,s,498,21,18.00,7,4406,38,27983,3742,0,,1563,260,504.0694133
7/21/2018,7,s,499,21,19.00,7,4268,32,26501,3743,0,,1552,131,502.2551953
7/21/2018,7,s,500,21,20.00,7,4233,30,25012,3741,0,,1534,39,507.5026038
7/21/2018,7,s,501,21,21.00,7,4236,30,24454,3745,0,,1491,3,507.7416637
7/21/2018,7,s,502,21,22.00,7,4128,30,23468,3746,0,,1412,1,510.7731004
7/21/2018,7,s,503,21,23.00,7,3927,30,21669,3751,0,,1371,1,519.7311643
7/21/2018,7,s,504,21,24.00,7,3668,31,20211,3749,0,,1084,1,517.1801967
7/22/2018,7,s,505,22,1.00,1,3144,31,18989,3754,0,,921,1,522.855356
7/22/2018,7,s,506,22,2.00,1,2774,30,17733,3753,0,,817,1,525.8365755
7/22/2018,7,s,507,22,3.00,1,2774,31,16821,3753,0,,801,1,525.5128114
7/22/2018,7,s,508,22,4.00,1,2658,30,16377,3757,0,,794,1,528.5744297
7/22/2018,7,s,509,22,5.00,1,2625,31,16115,3755,0,,778,1,537.9183607
7/22/2018,7,s,510,22,6.00,1,2647,31,16143,3757,0,,802,1,543.2347561
7/22/2018,7,s,511,22,7.00,1,2689,31,16424,3754,0,,833,1,545.771199
7/22/2018,7,s,512,22,8.00,1,2797,32,16993,3761,0,,957,40,539.1481656
7/22/2018,7,s,513,22,9.00,1,3313,32,19341,3754,0,,1111,183,524.4470519
7/22/2018,7,s,514,22,10.00,1,3924,32,22018,3754,0,,1219,391,513.9434565
7/22/2018,7,s,515,22,11.00,1,4270,33,24883,3751,0,,1430,549,511.0367005
7/22/2018,7,s,516,22,12.00,1,4507,32,27107,3745,0,,1502,643,506.8812565
7/22/2018,7,s,517,22,13.00,1,4623,33,28831,3752,0,,1492,641,507.1580172
7/22/2018,7,s,518,22,14.00,1,4565,32,29581,3748,43,,1491,692,506.7803622
7/22/2018,7,s,519,22,15.00,1,4551,33,29786,3747,9,,1485,648,504.1841656
7/22/2018,7,s,520,22,16.00,1,4528,33,28984,3747,24,,1503,593,501.7746043
7/22/2018,7,s,521,22,17.00,1,4454,32,27916,3748,7,,1497,513,502.279123
7/22/2018,7,s,522,22,18.00,1,4306,39,27527,3746,0,,1487,338,501.5583669
7/22/2018,7,s,523,22,19.00,1,4149,29,26712,3748,0,,1449,170,507.2151067
7/22/2018,7,s,524,22,20.00,1,3995,29,25331,3746,0,,1453,65,509.5006834
7/22/2018,7,s,525,22,21.00,1,3851,31,24473,3748,0,,1414,6,512.8047372
7/22/2018,7,s,526,22,22.00,1,3613,32,23354,3746,0,,1318,1,509.330838
7/22/2018,7,s,527,22,23.00,1,3313,32,21059,3748,0,,1255,1,515.157113
7/22/2018,7,s,528,22,24.00,1,3039,32,18930,3749,0,,1118,1,515.822258
7/23/2018,7,s,529,23,1.00,2,2715,32,17139,3746,0,,872,1,527.6094297
7/23/2018,7,s,530,23,2.00,2,2624,32,15654,3749,0,,859,1,534.8953914
7/23/2018,7,s,531,23,3.00,2,2616,32,14650,3744,0,,820,1,540.0858876
7/23/2018,7,s,532,23,4.00,2,2622,33,14210,3745,0,,827,1,538.326762
7/23/2018,7,s,533,23,5.00,2,2630,32,14224,3744,0,,827,1,533.9696688
7/23/2018,7,s,534,23,6.00,2,2627,32,15041,3746,0,,836,1,535.624149
7/23/2018,7,s,535,23,7.00,2,2713,33,16329,3744,0,,861,1,540.3519081
7/23/2018,7,s,536,23,8.00,2,2869,32,17202,3746,0,,934,40,536.3615394
7/23/2018,7,s,537,23,9.00,2,3018,33,18659,3744,0,,1017,176,525.2696489
7/23/2018,7,s,538,23,10.00,2,3378,33,20592,3756,0,,1192,452,520.6677752
7/23/2018,7,s,539,23,11.00,2,3759,34,23210,3752,0,,1433,625,509.6051099
7/23/2018,7,s,540,23,12.00,2,4065,34,25652,3750,18,,1194,776,521.4748977
7/23/2018,7,s,541,23,13.00,2,4306,33,27714,3745,33,,976,741,514.7312348
7/23/2018,7,s,542,23,14.00,2,4540,34,29064,3743,0,,972,722,515.212543
7/23/2018,7,s,543,23,15.00,2,4630,35,29716,3741,0,,987,612,517.7823302
7/23/2018,7,s,544,23,16.00,2,4649,33,29022,3739,0,,999,707,522.6954058
7/23/2018,7,s,545,23,17.00,2,4655,33,28606,3740,0,,987,686,519.7028555
7/23/2018,7,s,546,23,18.00,2,4638,39,28499,3740,0,,990,507,515.2482197
7/23/2018,7,s,547,23,19.00,2,4461,33,27878,3740,0,,985,220,510.2075505
7/23/2018,7,s,548,23,20.00,2,4269,33,26617,3742,0,,1064,54,507.7715845
7/23/2018,7,s,549,23,21.00,2,4254,34,25672,3739,0,,1387,6,509.594622
7/23/2018,7,s,550,23,22.00,2,4150,33,24231,3740,0,,1145,6,513.3417804
7/23/2018,7,s,551,23,23.00,2,3758,33,22022,3747,0,,1053,6,516.6428116
7/23/2018,7,s,552,23,24.00,2,3250,33,19785,3745,0,,889,6,514.8288917
7/24/2018,7,s,553,24,1.00,3,2762,33,18066,3736,0,,872,0,515.7108388
7/24/2018,7,s,554,24,2.00,3,2526,33,16854,3748,0,,825,0,521.8435701
7/24/2018,7,s,555,24,3.00,3,2498,34,15818,3747,0,,799,0,529.4196253
7/24/2018,7,s,556,24,4.00,3,2517,33,15059,3749,0,,802,0,531.9637962
7/24/2018,7,s,557,24,5.00,3,2509,33,14893,3751,0,,796,0,530.4006616
7/24/2018,7,s,558,24,6.00,3,2534,33,15521,3746,0,,852,0,530.6408111
7/24/2018,7,s,559,24,7.00,3,2646,35,16968,3753,0,,936,0,531.4605991
7/24/2018,7,s,560,24,8.00,3,2960,36,17710,3745,0,,1016,43,526.1731678
7/24/2018,7,s,561,24,9.00,3,3274,36,19418,3750,0,,1020,153,527.7690105
7/24/2018,7,s,562,24,10.00,3,3432,36,21251,3744,0,,1188,338,519.9622392
7/24/2018,7,s,563,24,11.00,3,4013,35,23166,3749,0,,1412,553,517.5585483
7/24/2018,7,s,564,24,12.00,3,4400,35,24686,3734,0,,1500,613,516.9604652
7/24/2018,7,s,565,24,13.00,3,4508,35,25831,3737,0,,1520,669,518.1089804
7/24/2018,7,s,566,24,14.00,3,4558,35,26862,3739,6,,1523,670,513.125543
7/24/2018,7,s,567,24,15.00,3,4460,35,27603,3735,0,,1540,685,517.2142657
7/24/2018,7,s,568,24,16.00,3,4563,35,28018,3735,0,,1548,667,517.2980053
7/24/2018,7,s,569,24,17.00,3,4577,35,28103,3727,0,,1544,603,518.1453831
7/24/2018,7,s,570,24,18.00,3,4608,39,27825,3729,0,,1556,448,516.094647
7/24/2018,7,s,571,24,19.00,3,4637,36,27245,3727,0,,1556,307,512.2720094
7/24/2018,7,s,572,24,20.00,3,4441,35,26277,3722,0,,1564,86,507.0174486
7/24/2018,7,s,573,24,21.00,3,4249,36,25357,3724,0,,1569,3,505.4251947
7/24/2018,7,s,574,24,22.00,3,4158,36,23921,3726,0,,1515,2,508.2112027
7/24/2018,7,s,575,24,23.00,3,3857,36,21489,3727,0,,1455,2,517.2376572
7/24/2018,7,s,576,24,24.00,3,3500,36,19318,3726,0,,1083,2,523.2214975
7/25/2018,7,s,577,25,1.00,4,3082,36,17519,3727,0,,1130,0,523.4738854
7/25/2018,7,s,578,25,2.00,4,2716,36,16405,3727,0,,980,0,525.3889409
7/25/2018,7,s,579,25,3.00,4,2550,36,15529,3730,0,,903,0,529.223193
7/25/2018,7,s,580,25,4.00,4,2468,36,15013,3730,0,,897,0,530.7011926
7/25/2018,7,s,581,25,5.00,4,2462,35,14901,3717,0,,922,0,517.4429657
7/25/2018,7,s,582,25,6.00,4,2583,36,15585,3728,2,,966,0,527.759977
7/25/2018,7,s,583,25,7.00,4,2936,35,16706,3729,0,,989,0,528.3744424
7/25/2018,7,s,584,25,8.00,4,3283,35,17461,3731,0,,1025,39,531.0873528
7/25/2018,7,s,585,25,9.00,4,3574,36,19341,3730,0,,1034,196,524.1848938
7/25/2018,7,s,586,25,10.00,4,3864,35,21571,3725,0,,1220,457,513.7092773
7/25/2018,7,s,587,25,11.00,4,4222,36,23915,3729,0,,1475,561,512.121907
7/25/2018,7,s,588,25,12.00,4,4551,35,25837,3727,0,,1550,702,511.7759901
7/25/2018,7,s,589,25,13.00,4,4526,35,27602,3719,0,,1541,724,510.7484694
7/25/2018,7,s,590,25,14.00,4,4630,36,28336,3718,0,,1547,805,508.3907515
7/25/2018,7,s,591,25,15.00,4,4719,35,28992,3718,0,,1544,724,508.9190615
7/25/2018,7,s,592,25,16.00,4,4813,35,29049,3714,0,,1540,668,509.7528073
7/25/2018,7,s,593,25,17.00,4,4751,37,29212,3713,0,,1542,434,509.4278336
7/25/2018,7,s,594,25,18.00,4,4801,39,28668,3709,0,,1553,415,511.4962516
7/25/2018,7,s,595,25,19.00,4,4809,40,28183,3707,0,,1549,261,510.5954586
7/25/2018,7,s,596,25,20.00,4,4651,36,27195,3707,0,,1497,86,506.2231894
7/25/2018,7,s,597,25,21.00,4,4355,43,26260,3710,0,,1453,2,504.6216404
7/25/2018,7,s,598,25,22.00,4,4190,40,24914,3710,0,,1386,0,503.8943404
7/25/2018,7,s,599,25,23.00,4,3986,38,22542,3712,0,,1364,0,509.3561676
7/25/2018,7,s,600,25,24.00,4,3721,39,20647,3716,0,,1281,0,512.1025814
7/26/2018,7,s,601,26,1.00,5,3070,40,19051,3712,0,,970,0,516.7607268
7/26/2018,7,s,602,26,2.00,5,2595,39,17851,3714,0,,901,0,522.7677831
7/26/2018,7,s,603,26,3.00,5,2429,40,16766,3717,0,,876,0,524.5675864
7/26/2018,7,s,604,26,4.00,5,2383,39,16116,3715,0,,865,0,527.0214233
7/26/2018,7,s,605,26,5.00,5,2426,40,15918,3719,0,,900,0,529.413378
7/26/2018,7,s,606,26,6.00,5,2533,40,16425,3721,0,,955,0,526.946321
7/26/2018,7,s,607,26,7.00,5,2812,38,17595,3721,0,,989,0,526.4722227
7/26/2018,7,s,608,26,8.00,5,3075,39,18417,3720,0,,1020,32,520.5588543
7/26/2018,7,s,609,26,9.00,5,3298,39,20306,3719,0,,1046,187,509.0686291
7/26/2018,7,s,610,26,10.00,5,3472,39,22592,3723,0,,1197,385,504.1332367
