Date,Balancing Authority,Demand (MW),Net Generation (MW),Total Interchange (MW)
12/15/19,MISO,1732311,1638580,-119602
12/15/19,NYIS,401094,358198,-42896
12/15/19,SWPP,687096,664320,-22680
12/16/19,CISO,600849,353987,-153077
12/16/19,ERCO,1014775,1015627,846
12/16/19,FPL,315516,317155,1639
12/16/19,MISO,1860637,1773360,-112936
12/16/19,NYIS,444484,382310,-62174
12/16/19,SWPP,716376,722112,5592
12/17/19,CISO,616155,367419,-158127
12/17/19,ERCO,1106530,1103521,-3012
12/17/19,FPL,338765,342857,4092
12/17/19,MISO,1938004,1844646,-121471
12/17/19,NYIS,455122,388810,-66312
12/17/19,SWPP,716376,722112,5592
12/18/19,CISO,621786,368344,-163245
12/18/19,ERCO,1103023,1101609,-1427
12/18/19,FPL,295957,305215,9258
12/18/19,MISO,2012561,1975651,-72279
12/18/19,NYIS,458175,378702,-79473
12/18/19,SWPP,794807,790480,-4328
12/19/19,CISO,527233,316449,-164514
12/19/19,ERCO,1085956,1084564,-1405
12/19/19,FPL,284520,295637,11117
12/19/19,MISO,1967912,1976855,-21210
12/19/19,NYIS,488773,407721,-81052
12/19/19,SWPP,716376,722112,5592
12/20/19,CISO,596526,323869,-185545
12/20/19,ERCO,1026674,1026320,-366
12/20/19,FPL,279440,291395,11955
12/20/19,MISO,1880148,1872105,-37252
12/20/19,NYIS,475219,383128,-92091
12/20/19,SWPP,716376,722112,5592
12/21/19,CISO,598627,289231,-184804
12/21/19,ERCO,947897,946882,-1021
12/21/19,FPL,274050,280040,5990
12/21/19,MISO,1693005,1642409,-80810
12/21/19,NYIS,445670,366651,-79019
12/21/19,SWPP,716376,722112,5592
12/22/19,CISO,574755,306389,-162239
12/22/19,ERCO,952520,949753,-2776
12/22/19,FPL,274669,282299,7630
12/22/19,MISO,1628892,1562131,-97569
12/22/19,NYIS,415524,367690,-47834
12/22/19,SWPP,687096,664320,-22680
12/23/19,CISO,605148,327281,-184462
12/23/19,ERCO,978438,975337,-3111
12/23/19,FPL,279557,287662,8105
12/23/19,MISO,1669292,1579541,-113040
12/23/19,NYIS,417803,379325,-38478
12/23/19,SWPP,707026,718203,11168
12/24/19,CISO,565414,342055,-141579
12/24/19,ERCO,910383,906776,-3618
12/24/19,FPL,263631,267777,4146
12/24/19,MISO,1558012,1435361,-141878
12/24/19,NYIS,401197,356478,-44719
12/24/19,SWPP,656746,673499,16752
12/25/19,CISO,535289,318038,-143866
12/25/19,ERCO,825150,819956,-5204
12/25/19,FPL,261962,265582,3620
12/25/19,MISO,1435569,1298067,-151809
12/25/19,NYIS,381509,348633,-32876
12/25/19,SWPP,716376,722112,5592
12/26/19,CISO,589978,324777,-171572
12/26/19,ERCO,846770,846111,-669
12/26/19,FPL,286931,290947,4016
12/26/19,MISO,1531247,1399317,-148871
12/26/19,NYIS,416436,367214,-49222
12/26/19,SWPP,716376,722112,5592
12/27/19,CISO,580048,335867,-160371
12/27/19,ERCO,847660,848121,454
12/27/19,FPL,290097,295350,5253
12/27/19,MISO,1599789,1451124,-166901
12/27/19,NYIS,406015,374854,-31161
12/27/19,SWPP,716376,722112,5592
12/28/19,CISO,548283,295456,-174734
12/28/19,ERCO,839863,848161,8289
12/28/19,FPL,300786,305582,4796
12/28/19,MISO,1551878,1399458,-170038
12/28/19,NYIS,384433,357979,-26454
12/28/19,SWPP,641633,635645,-5989
12/29/19,CISO,546152,293030,-169471
12/29/19,ERCO,862571,857871,-4712
12/29/19,FPL,302442,308617,6175
12/29/19,MISO,1498473,1372229,-144723
12/29/19,NYIS,390901,350254,-40647
12/29/19,SWPP,716376,722112,5592
12/30/19,CISO,575995,318082,-172040
12/30/19,ERCO,969953,966807,-3157
12/30/19,FPL,307042,311924,4882
12/30/19,MISO,1701175,1567201,-160362
12/30/19,NYIS,420037,371977,-48060
12/30/19,SWPP,716376,722112,5592
12/31/19,CISO,551140,299959,-172703
12/31/19,ERCO,974567,972915,-1661
12/31/19,FPL,287908,294728,6820
12/31/19,MISO,1724739,1601578,-150459
12/31/19,NYIS,410989,361433,-49556
12/31/19,SWPP,727289,719965,-7324
1/1/20,CISO,508663,280053,-168683
1/1/20,ERCO,920543,918149,-2410
1/1/20,FPL,263176,273259,10083
1/1/20,MISO,1610915,1513671,-123358
1/1/20,NYIS,395316,348112,-47204
1/1/20,SWPP,682273,685407,3136
1/2/20,CISO,553917,304156,-179179
1/2/20,ERCO,900274,898739,-1549
1/2/20,FPL,292231,302883,10652
1/2/20,MISO,1664134,1554583,-131261
1/2/20,NYIS,416985,370609,-46376
1/2/20,SWPP,684826,688179,3353
1/3/20,CISO,554927,310943,-168841
1/3/20,ERCO,907769,904402,-3376
1/3/20,FPL,321970,339589,17619
1/3/20,MISO,1669595,1510759,-176269
1/3/20,NYIS,411481,371466,-40015
1/3/20,SWPP,697516,710133,12615
1/4/20,CISO,519141,272030,-180868
1/4/20,ERCO,913222,909955,-3280
1/4/20,FPL,290219,308566,18347
1/4/20,MISO,1649548,1484662,-184628
1/4/20,NYIS,389879,335741,-54138
1/4/20,SWPP,697213,702423,5213
1/5/20,CISO,511463,284677,-163318
1/5/20,ERCO,875897,873726,-2182
1/5/20,FPL,257141,274133,16992
1/5/20,MISO,1630361,1489966,-166851
1/5/20,NYIS,396540,329909,-66631
1/5/20,SWPP,671841,679346,7507
1/6/20,CISO,558619,330535,-161922
1/6/20,ERCO,920798,920673,-135
1/6/20,FPL,280756,299730,18974
1/6/20,MISO,1741719,1600624,-166610
1/6/20,NYIS,432354,377029,-55325
1/6/20,SWPP,720994,723685,2689
1/7/20,CISO,568406,334833,-167139
1/7/20,ERCO,935078,934776,-307
1/7/20,FPL,277621,290642,13021
1/7/20,MISO,1774954,1658243,-138049
1/7/20,NYIS,432730,384097,-48633
1/7/20,SWPP,724271,716585,-7685
1/8/20,CISO,570193,327111,-177622
1/8/20,ERCO,977567,973853,-3723
1/8/20,FPL,271076,291001,19925
1/8/20,MISO,1862758,1765355,-124183
1/8/20,NYIS,441775,396833,-44942
1/8/20,SWPP,735657,746126,10466
1/9/20,CISO,575404,343860,-161601
1/9/20,ERCO,895302,892562,-2749
1/9/20,FPL,284196,305720,21524
1/9/20,MISO,1778100,1679398,-126637
1/9/20,NYIS,457121,395548,-61573
1/9/20,SWPP,683573,686056,2483
1/10/20,CISO,564667,339073,-154304
1/10/20,ERCO,896046,895128,-937
1/10/20,FPL,285243,297916,12673
1/10/20,MISO,1688205,1559229,-152428
1/10/20,NYIS,430162,382676,-47486
1/10/20,SWPP,708570,712038,3471
1/11/20,CISO,521083,311767,-152019
1/11/20,ERCO,946703,948374,1657
1/11/20,FPL,285014,304535,19521
1/11/20,MISO,1653357,1506374,-171185
1/11/20,NYIS,374525,326572,-47953
1/11/20,SWPP,774684,771874,-2805
1/12/20,CISO,514817,311128,-152708
1/12/20,ERCO,977393,978299,892
1/12/20,FPL,306443,328953,22510
1/12/20,MISO,1704625,1506832,-221028
1/12/20,NYIS,366821,317242,-49579
1/12/20,SWPP,751295,761497,10205
1/13/20,CISO,565084,368780,-128768
1/13/20,ERCO,949603,948605,-1010
1/13/20,FPL,312733,332567,19834
1/13/20,MISO,1788193,1667633,-145839
1/13/20,NYIS,419733,373209,-46524
1/13/20,SWPP,754072,763720,9647
1/14/20,CISO,568254,375004,-127296
1/14/20,ERCO,907801,907142,-675
1/14/20,FPL,316286,332876,16590
1/14/20,MISO,1752051,1632646,-144655
1/14/20,NYIS,418257,373676,-44581
1/14/20,SWPP,705412,695832,-9579
1/15/20,CISO,578105,362699,-141521
1/15/20,ERCO,917341,913409,-3952
1/15/20,FPL,307890,322881,14991
1/15/20,MISO,1749613,1608931,-163953
1/15/20,NYIS,408105,363796,-44309
1/15/20,SWPP,713648,716198,2551
1/16/20,CISO,597561,361245,-161621
1/16/20,ERCO,934718,934666,-64
1/16/20,FPL,304531,317872,13341
1/16/20,MISO,1838001,1711668,-157605
1/16/20,NYIS,424414,375251,-49163
1/16/20,SWPP,797772,777166,-20605
1/17/20,CISO,579591,344512,-166607
1/17/20,ERCO,927873,924337,-3549
1/17/20,FPL,286295,304485,18190
1/17/20,MISO,1864157,1791055,-102346
1/17/20,NYIS,457882,402294,-55588
1/17/20,SWPP,784049,775611,-8439
1/18/20,CISO,536514,306759,-159997
1/18/20,ERCO,861844,861543,-311
1/18/20,FPL,274389,295189,20800
1/18/20,MISO,1697392,1609857,-112059
1/18/20,NYIS,449093,386719,-62374
1/18/20,SWPP,719215,717631,-1584
1/19/20,CISO,528259,290087,-169597
1/19/20,ERCO,925918,925554,-374
1/19/20,FPL,280680,303339,22659
1/19/20,MISO,1809434,1701805,-133993
1/19/20,NYIS,412874,362950,-49924
1/19/20,SWPP,755040,738817,-16221
1/20/20,CISO,580337,320370,-184918
1/20/20,ERCO,984133,985120,974
1/20/20,FPL,290417,310763,20346
1/20/20,MISO,1972704,1908739,-90025
1/20/20,NYIS,455573,387993,-67580
1/20/20,SWPP,807356,792093,-15259
1/21/20,CISO,580631,342034,-165783
1/21/20,ERCO,1011054,1010764,-299
1/21/20,FPL,302142,333696,31554
1/21/20,MISO,1989008,1945674,-73985
1/21/20,NYIS,466474,385072,-81402
1/21/20,SWPP,823422,820233,-3185
1/22/20,CISO,565827,335099,-167835
1/22/20,ERCO,1024686,1022565,-2132
1/22/20,FPL,357275,391398,34123
1/22/20,MISO,1953109,1873225,-110296
1/22/20,NYIS,450860,370921,-79939
1/22/20,SWPP,793595,786145,-7449
1/23/20,CISO,570943,321088,-184748
1/23/20,ERCO,938062,934418,-3655
1/23/20,FPL,286775,312273,25498
1/23/20,MISO,1841021,1713114,-149700
1/23/20,NYIS,439472,371275,-68197
1/23/20,SWPP,759626,767790,8166
1/24/20,CISO,558661,310715,-177726
1/24/20,ERCO,953750,950949,-2815
1/24/20,FPL,270658,288489,17831
1/24/20,MISO,1788489,1689352,-122564
1/24/20,NYIS,419874,365655,-54219
1/24/20,SWPP,763543,743289,-20253
1/25/20,CISO,512296,241182,-193681
1/25/20,ERCO,909330,909417,72
1/25/20,FPL,263765,284667,20902
1/25/20,MISO,1701750,1585716,-139005
1/25/20,NYIS,402991,349081,-53910
1/25/20,SWPP,712818,698204,-14615
1/26/20,CISO,507938,272680,-165340
1/26/20,ERCO,833724,830955,-2773
1/26/20,FPL,266879,287852,20973
1/26/20,MISO,1643758,1544480,-121746
1/26/20,NYIS,389926,343960,-45966
1/26/20,SWPP,667398,658654,-8743
1/27/20,CISO,560298,322470,-162317
1/27/20,ERCO,901177,900947,-240
1/27/20,FPL,269983,289914,19931
1/27/20,MISO,1790415,1683965,-129863
1/27/20,NYIS,423957,368815,-55142
1/27/20,SWPP,712963,710332,-2630
1/28/20,CISO,566775,326160,-169832
1/28/20,ERCO,924995,923038,-1967
1/28/20,FPL,274606,294058,19452
1/28/20,MISO,1841929,1736345,-131571
1/28/20,NYIS,427454,363796,-63658
1/28/20,SWPP,752014,755185,3174
1/29/20,CISO,571260,304873,-188431
1/29/20,ERCO,1005676,1004366,-1323
1/29/20,FPL,286734,308222,21488
1/29/20,MISO,1835921,1723397,-138592
1/29/20,NYIS,432528,364397,-68131
1/29/20,SWPP,763498,755446,-8054
1/30/20,CISO,570013,304355,-194579
1/30/20,ERCO,1025418,1020401,-5027
1/30/20,FPL,279552,296795,17243
1/30/20,MISO,1827708,1744263,-108192
1/30/20,NYIS,443703,371497,-72206
1/30/20,SWPP,755281,744086,-11191
1/31/20,CISO,560829,293181,-198727
1/31/20,ERCO,965915,962515,-3410
1/31/20,FPL,277132,297870,20738
1/31/20,MISO,1769653,1685993,-103497
1/31/20,NYIS,434227,371795,-62432
1/31/20,SWPP,730839,728197,-2644
2/1/20,CISO,519403,267682,-196528
2/1/20,ERCO,920490,918795,-1712
2/1/20,FPL,264972,287030,22058
2/1/20,MISO,1649290,1588432,-84969
2/1/20,NYIS,402350,330396,-71954
2/1/20,SWPP,681313,682026,712
2/2/20,CISO,505100,297071,-155494
2/2/20,ERCO,858898,856326,-2577
2/2/20,FPL,265215,289086,23871
2/2/20,MISO,1552601,1458727,-119258
2/2/20,NYIS,394120,316274,-77846
2/2/20,SWPP,636346,640489,4145
2/3/20,CISO,576305,342598,-163255
2/3/20,ERCO,869382,868227,-1164
2/3/20,FPL,281868,304756,22888
2/3/20,MISO,1650168,1561966,-112812
2/3/20,NYIS,410942,344800,-66142
2/3/20,SWPP,684084,698135,14036
2/4/20,CISO,594945,355942,-170322
2/4/20,ERCO,929128,928419,-724
2/4/20,FPL,278098,298806,20708
2/4/20,MISO,1715529,1595465,-142458
2/4/20,NYIS,415349,348310,-67039
2/4/20,SWPP,761042,759675,-1368
2/5/20,CISO,594370,331771,-186862
2/5/20,ERCO,1114736,1111603,-3142
2/5/20,FPL,283932,302358,18426
2/5/20,MISO,1800285,1676513,-146314
2/5/20,NYIS,420674,345124,-75550
2/5/20,SWPP,794778,780853,-13932
2/6/20,CISO,578274,320046,-193049
2/6/20,ERCO,1137356,1137805,439
2/6/20,FPL,319064,339362,20298
2/6/20,MISO,1872462,1759836,-139501
2/6/20,NYIS,433669,355899,-77770
2/6/20,SWPP,794833,779737,-15094
2/7/20,CISO,566178,309782,-190897
2/7/20,ERCO,1013395,1013286,-117
2/7/20,FPL,278463,307720,29257
2/7/20,MISO,1858198,1769583,-115510
2/7/20,NYIS,431139,352498,-78641
2/7/20,SWPP,766004,753604,-12405
2/8/20,CISO,522936,283098,-181658
2/8/20,ERCO,901981,899079,-2913
2/8/20,FPL,267115,303491,36376
2/8/20,MISO,1696126,1620188,-95646
2/8/20,NYIS,415093,347565,-67528
2/8/20,SWPP,702679,710245,7565
2/9/20,CISO,516706,296561,-160531
2/9/20,ERCO,853694,850711,-2988
2/9/20,FPL,271343,305515,34172
2/9/20,MISO,1641083,1554505,-111767
2/9/20,NYIS,407441,351048,-56393
2/9/20,SWPP,664912,680222,15308
2/10/20,CISO,574635,347788,-163001
2/10/20,ERCO,964162,960091,-4082
2/10/20,FPL,302561,327989,25428
2/10/20,MISO,1742667,1623195,-145302
2/10/20,NYIS,425057,362618,-62439
2/10/20,SWPP,736037,725639,-10393
2/11/20,CISO,574378,332803,-183114
2/11/20,ERCO,1049237,1043367,-5908
2/11/20,FPL,324540,342555,18015
2/11/20,MISO,1781307,1646397,-165030
2/11/20,NYIS,419608,357342,-62266
2/11/20,SWPP,758768,753955,-4657
2/12/20,CISO,564783,343823,-162431
2/12/20,ERCO,1027969,1023104,-4873
2/12/20,FPL,333395,351223,17828
2/12/20,MISO,1819417,1706550,-143949
2/12/20,NYIS,415697,364254,-51443
2/12/20,SWPP,773973,764608,-6991
2/13/20,CISO,538858,321893,-172402
2/13/20,ERCO,1054697,1053244,-1457
2/13/20,FPL,344117,366457,22340
2/13/20,MISO,1911517,1761090,-176290
2/13/20,NYIS,428721,370562,-58159
2/13/20,SWPP,839789,824635,-14830
2/14/20,CISO,559788,304345,-197240
2/14/20,ERCO,1069080,1064416,-4670
2/14/20,FPL,317413,347598,30185
2/14/20,MISO,1981851,1885149,-129598
2/14/20,NYIS,441719,376279,-65440
2/14/20,SWPP,824265,825841,1578
2/15/20,CISO,509057,288008,-164918
2/15/20,ERCO,938194,935539,-2673
2/15/20,FPL,272905,299350,26445
2/15/20,MISO,1765041,1668414,-124006
2/15/20,NYIS,436670,373808,-62862
2/15/20,SWPP,705842,703747,-2098
2/16/20,CISO,487884,279949,-156197
2/16/20,ERCO,838937,836057,-2886
2/16/20,FPL,288888,310219,21331
2/16/20,MISO,1589194,1479195,-127288
2/16/20,NYIS,402422,360003,-42419
2/16/20,SWPP,649504,631469,-18036
2/17/20,CISO,526230,333309,-137679
2/17/20,ERCO,888782,884736,-4052
2/17/20,FPL,320943,330777,9834
2/17/20,MISO,1722929,1582907,-161635
2/17/20,NYIS,406172,359521,-46651
2/17/20,SWPP,671921,677325,5406
2/18/20,CISO,554129,335336,-158003
2/18/20,ERCO,916935,914539,-2413
2/18/20,FPL,335997,343101,7104
2/18/20,MISO,1745095,1591664,-175476
2/18/20,NYIS,428817,388400,-40417
2/18/20,SWPP,714552,715624,1073
2/19/20,CISO,557323,359251,-143157
2/19/20,ERCO,975465,972702,-2772
2/19/20,FPL,345752,354666,8914
2/19/20,MISO,1822433,1645157,-198574
2/19/20,NYIS,416059,384273,-31786
2/19/20,SWPP,758512,755838,-2673
2/20/20,CISO,555946,339939,-152145
2/20/20,ERCO,1051141,1053172,2023
2/20/20,FPL,342119,353076,10957
2/20/20,MISO,1904237,1772365,-155274
2/20/20,NYIS,438932,376956,-61976
2/20/20,SWPP,787402,786632,-769
2/21/20,CISO,556676,305439,-187553
2/21/20,ERCO,1060388,1060137,-257
2/21/20,FPL,295008,316870,21862
2/21/20,MISO,1887201,1794733,-121459
2/21/20,NYIS,440743,380580,-60163
2/21/20,SWPP,772869,768651,-4225
2/22/20,CISO,514742,280416,-178616
2/22/20,ERCO,947172,944202,-2980
2/22/20,FPL,272577,294589,22012
2/22/20,MISO,1693885,1577886,-139879
2/22/20,NYIS,397737,354631,-43106
2/22/20,SWPP,689778,690390,612
2/23/20,CISO,488720,277895,-154614
2/23/20,ERCO,880990,880649,-352
2/23/20,FPL,268562,276781,8219
2/23/20,MISO,1563418,1429981,-152097
2/23/20,NYIS,376711,331268,-45443
2/23/20,SWPP,652228,651966,-263
2/24/20,CISO,546187,305675,-186743
2/24/20,ERCO,881501,880078,-1433
2/24/20,FPL,283638,287261,3623
2/24/20,MISO,1674778,1527818,-165537
2/24/20,NYIS,396988,359270,-37718
2/24/20,SWPP,690550,690967,412
2/25/20,CISO,552339,337859,-157401
2/25/20,ERCO,929108,927899,-1196
2/25/20,FPL,310639,313681,3042
2/25/20,MISO,1718650,1578320,-164492
2/25/20,NYIS,403968,340716,-63252
2/25/20,SWPP,731250,734648,3450
2/26/20,CISO,552689,324848,-166626
2/26/20,ERCO,1037623,1031927,-5699
2/26/20,FPL,326120,329311,3191
2/26/20,MISO,1808779,1627770,-202486
2/26/20,NYIS,410856,359819,-51037
2/26/20,SWPP,765466,754523,-10949
2/27/20,CISO,559885,310866,-183732
2/27/20,ERCO,1048533,1047144,-1404
2/27/20,FPL,270174,280538,10364
2/27/20,MISO,1863883,1705050,-181224
2/27/20,NYIS,422754,380075,-42679
2/27/20,SWPP,751911,751250,-661
2/28/20,CISO,559426,306412,-187538
2/28/20,ERCO,948284,945703,-2601
2/28/20,FPL,278026,293553,15527
2/28/20,MISO,1801378,1668678,-154489
2/28/20,NYIS,434930,387699,-47231
2/28/20,SWPP,696968,694620,-2349
2/29/20,CISO,497650,266067,-175864
2/29/20,ERCO,867406,860482,-6953
2/29/20,FPL,268586,278325,9739
2/29/20,MISO,1640783,1520199,-143438
2/29/20,NYIS,414052,373048,-41004
2/29/20,SWPP,649211,672848,23637
3/1/20,CISO,498037,266395,-173486
3/1/20,ERCO,824008,822831,-1180
3/1/20,FPL,270617,278719,8102
3/1/20,MISO,1523228,1412072,-139074
3/1/20,NYIS,397138,347215,-49923
3/1/20,SWPP,612665,625413,12748
3/2/20,CISO,553765,319027,-172826
3/2/20,ERCO,880532,876588,-3968
3/2/20,FPL,274315,283550,9235
3/2/20,MISO,1623268,1505946,-142507
3/2/20,NYIS,404208,372476,-31732
3/2/20,SWPP,656108,661070,4950
3/3/20,CISO,558532,320265,-177384
3/3/20,ERCO,896964,896858,-123
3/3/20,FPL,297677,306694,9017
3/3/20,MISO,1642082,1525230,-144398
3/3/20,NYIS,391910,359473,-32437
3/3/20,SWPP,657432,645118,-12313
3/4/20,CISO,557866,328549,-173459
3/4/20,ERCO,906003,906685,673
3/4/20,FPL,329722,338322,8600
3/4/20,MISO,1653944,1516376,-162758
3/4/20,NYIS,393351,361836,-31515
3/4/20,SWPP,665960,667703,1744
3/5/20,CISO,561473,353539,-151731
3/5/20,ERCO,889202,889705,500
3/5/20,FPL,361204,364681,3477
3/5/20,MISO,1659223,1558691,-129931
3/5/20,NYIS,393813,348502,-45311
3/5/20,SWPP,674868,680621,5755
3/6/20,CISO,553820,344756,-155451
3/6/20,ERCO,878594,878001,-618
3/6/20,FPL,313938,325152,11214
3/6/20,MISO,1679559,1567778,-136471
3/6/20,NYIS,408751,346841,-61910
3/6/20,SWPP,671703,676778,5077
3/7/20,CISO,515272,310627,-155028
3/7/20,ERCO,870892,866358,-4547
3/7/20,FPL,257956,273392,15436
3/7/20,MISO,1563078,1477864,-116453
3/7/20,NYIS,380774,325359,-55415
3/7/20,SWPP,636333,661199,24867
3/8/20,CISO,472319,307108,-118945
3/8/20,ERCO,819748,817805,-1954
3/8/20,FPL,238556,253967,15947
3/8/20,MISO,1466657,1373533,-128180
3/8/20,NYIS,350689,308018,-42671
3/8/20,SWPP,594869,613273,18403
3/9/20,CISO,557236,347325,-152767
3/9/20,ERCO,871747,868431,-3313
3/9/20,FPL,274383,290092,15709
3/9/20,MISO,1595806,1465854,-156431
3/9/20,NYIS,376289,338918,-37371
3/9/20,SWPP,658190,669770,11585
3/10/20,CISO,571423,354089,-156956
3/10/20,ERCO,900765,899824,-973
3/10/20,FPL,289428,300148,10720
3/10/20,MISO,1635483,1489867,-169127
3/10/20,NYIS,382426,350584,-31842
3/10/20,SWPP,667385,661517,-5866
3/11/20,CISO,557065,335832,-165943
3/11/20,ERCO,940451,933237,-7211
3/11/20,FPL,301055,311347,10292
3/11/20,MISO,1650682,1513625,-164192
3/11/20,NYIS,384731,347119,-37612
3/11/20,SWPP,646650,650920,4266
3/12/20,CISO,548767,358764,-132437
3/12/20,ERCO,959133,950087,-9049
3/12/20,FPL,310524,326382,15858
3/12/20,MISO,1643739,1534849,-142857
3/12/20,NYIS,394063,342821,-51242
3/12/20,SWPP,646576,671302,24726
3/13/20,CISO,564696,394733,-116048
3/13/20,ERCO,933500,927204,-6296
3/13/20,FPL,306000,312844,6844
3/13/20,MISO,1636244,1497919,-168441
3/13/20,NYIS,384709,335451,-49258
3/13/20,SWPP,664990,674788,9799
3/14/20,CISO,524324,359897,-112521
3/14/20,ERCO,904855,896358,-8507
3/14/20,FPL,296123,306633,10510
3/14/20,MISO,1598881,1420434,-203034
3/14/20,NYIS,362292,309890,-52402
3/14/20,SWPP,657058,661873,4818
3/15/20,CISO,499454,348378,-97647
3/15/20,ERCO,880821,876387,-4446
3/15/20,FPL,332052,342544,10492
3/15/20,MISO,1571489,1405485,-188721
3/15/20,NYIS,353826,297017,-56809
3/15/20,SWPP,654054,659225,5169
3/16/20,CISO,566538,384286,-127879
3/16/20,ERCO,898001,888799,-9198
3/16/20,FPL,334589,341329,6740
3/16/20,MISO,1700731,1547935,-180312
3/16/20,NYIS,391246,336335,-54911
3/16/20,SWPP,684709,687759,3050
3/17/20,CISO,548720,398669,-93630
3/17/20,ERCO,933541,929003,-4571
3/17/20,FPL,340983,344678,3695
3/17/20,MISO,1655327,1506834,-173211
3/17/20,NYIS,394858,352448,-42410
3/17/20,SWPP,665260,677525,12264
3/18/20,CISO,564261,406239,-104092
3/18/20,ERCO,955789,950805,-4979
3/18/20,FPL,339110,344777,5667
3/18/20,MISO,1668741,1492449,-196923
3/18/20,NYIS,376854,328139,-48715
3/18/20,SWPP,647422,654322,6892
3/19/20,CISO,550116,379153,-120633
3/19/20,ERCO,984486,984933,447
3/19/20,FPL,340181,345818,5637
3/19/20,MISO,1658725,1485347,-199687
3/19/20,NYIS,380107,336323,-43784
3/19/20,SWPP,645613,654809,9193
3/20/20,CISO,525073,342453,-134034
3/20/20,ERCO,916995,917060,64
3/20/20,FPL,340785,348120,7335
3/20/20,MISO,1624144,1462925,-190920
3/20/20,NYIS,367884,324297,-43587
3/20/20,SWPP,676041,679046,3006
3/21/20,CISO,490301,300667,-141235
3/21/20,ERCO,872395,865517,-6878
3/21/20,FPL,330735,338521,7786
3/21/20,MISO,1553547,1401982,-176560
3/21/20,NYIS,343949,298359,-45590
3/21/20,SWPP,656088,665828,9741
3/22/20,CISO,474050,295665,-132798
3/22/20,ERCO,842459,838349,-4107
3/22/20,FPL,327863,336139,8276
3/22/20,MISO,1539424,1394042,-172824
3/22/20,NYIS,352376,299808,-52568
3/22/20,SWPP,625398,618549,-6851
3/23/20,CISO,510272,332743,-129171
3/23/20,ERCO,917700,905495,-12207
3/23/20,FPL,336958,345810,8852
3/23/20,MISO,1624300,1478352,-172061
3/23/20,NYIS,395706,352465,-43241
3/23/20,SWPP,636819,639544,2719
3/24/20,CISO,520797,353043,-119892
3/24/20,ERCO,968971,953925,-15044
3/24/20,FPL,340384,348011,7627
3/24/20,MISO,1613259,1468116,-175939
3/24/20,NYIS,371179,319258,-51921
3/24/20,SWPP,627234,632255,5024
3/25/20,CISO,512120,329532,-131888
3/25/20,ERCO,988467,975011,-13464
3/25/20,FPL,349290,346693,-2597
3/25/20,MISO,1580204,1431936,-172361
3/25/20,NYIS,374212,325460,-48752
3/25/20,SWPP,631132,652491,21358
3/26/20,CISO,508075,324837,-132405
3/26/20,ERCO,1019357,1009635,-9726
3/26/20,FPL,355789,356670,881
3/26/20,MISO,1556517,1385704,-193487
3/26/20,NYIS,355344,303025,-52319
3/26/20,SWPP,640790,642929,2136
3/27/20,CISO,503211,331636,-120721
3/27/20,ERCO,1021523,1013832,-7692
3/27/20,FPL,353209,352185,-1024
3/27/20,MISO,1543810,1361878,-202666
3/27/20,NYIS,339755,288886,-50869
3/27/20,SWPP,630388,623519,-6871
3/28/20,CISO,480706,299305,-130557
3/28/20,ERCO,913661,910349,-3300
3/28/20,FPL,336841,344416,7575
3/28/20,MISO,1470471,1313033,-187741
3/28/20,NYIS,347609,276287,-71322
3/28/20,SWPP,591951,599674,7723
3/29/20,CISO,455830,277850,-126797
3/29/20,ERCO,817705,817681,-27
3/29/20,FPL,348593,356252,7659
3/29/20,MISO,1392606,1241541,-182908
3/29/20,NYIS,344658,287628,-57030
3/29/20,SWPP,571070,557152,-13915
3/30/20,CISO,493454,308684,-133346
3/30/20,ERCO,895299,889435,-5863
3/30/20,FPL,365227,371175,5948
3/30/20,MISO,1491387,1311178,-208093
3/30/20,NYIS,361216,294608,-66608
3/30/20,SWPP,608505,617612,9106
3/31/20,CISO,501271,304393,-140123
3/31/20,ERCO,886864,877712,-9152
3/31/20,FPL,364713,369323,4610
3/31/20,MISO,1518006,1361244,-185181
3/31/20,NYIS,361358,307100,-54258
3/31/20,SWPP,604458,594204,-10256
4/1/20,CISO,488836,314383,-116695
4/1/20,ERCO,858948,852729,-6219
4/1/20,FPL,323322,335738,12416
4/1/20,MISO,1483400,1364219,-150228
4/1/20,NYIS,349971,302572,-47399
4/1/20,SWPP,609537,637648,28110
4/2/20,CISO,490210,328933,-109742
4/2/20,ERCO,870801,867249,-3556
4/2/20,FPL,293717,306708,12991
4/2/20,MISO,1465829,1321239,-171774
4/2/20,NYIS,351628,293115,-58513
4/2/20,SWPP,621234,643559,22325
4/3/20,CISO,479474,315546,-106073
4/3/20,ERCO,898306,899061,752
4/3/20,FPL,299828,314305,14477
4/3/20,MISO,1463001,1273588,-205593
4/3/20,NYIS,358318,297399,-60919
4/3/20,SWPP,660368,647016,-13354
4/4/20,CISO,469727,329947,-81511
4/4/20,ERCO,877850,877388,-461
4/4/20,FPL,313502,325048,11546
4/4/20,MISO,1391591,1192668,-214925
4/4/20,NYIS,328054,279589,-48465
4/4/20,SWPP,636317,609902,-26416
4/5/20,CISO,475347,304361,-116871
4/5/20,ERCO,817495,817004,-495
4/5/20,FPL,296036,306410,10374
4/5/20,MISO,1370747,1212599,-176752
4/5/20,NYIS,321898,275600,-46298
4/5/20,SWPP,591746,590282,-1459
4/6/20,CISO,517116,332606,-122879
4/6/20,ERCO,863256,854412,-8840
4/6/20,FPL,316553,327830,11277
4/6/20,MISO,1469190,1311360,-179770
